TARGET_TABLE_NAME;ACTIVE_FLAG;BUSINESS_UNIT;COLUMNS;INCREMENTAL_COLUMN;LOAD_TYPE;PROCESS_ID;SOURCE_ENDPOINT;SOURCE_TABLE;TEMPORAL_NAME
SAP_UNACEM_EC_ZICTA504;true;;;;full;10;SAP_UNACEM_EC;ZICTA504;
SAP_UNACEM_EC_ILEDELIVDOCITEM;true;;;;full;10;SAP_UNACEM_EC;ILEDELIVDOCITEM;
SAP_UNACEM_EC_ISDSALESDOCTYPET;true;;;;full;10;SAP_UNACEM_EC;ISDSALESDOCTYPET;
CONCREMAX_FULL_DMS_PER_EMP;true;;;;full;10;CONCREMAX_FULL_DMS;per_emp;
SALESFORCE_QUOTE;true;;*;;full;10;SALESFORCE_UNACEM_EC;quote;
SAP_UNACEM_EC_ZIFIPAYTERMSTXT;true;;;;full;10;SAP_UNACEM_EC;ZIFIPAYTERMSTXT;
CONCREMAX_FULL_DMS_IPA;true;;;;full;10;CONCREMAX_FULL_DMS;ipa;
SALESFORCE_TASK;true;;"""RecurrenceMonthOfYear,Precio_Subd_AR__c,Mercado_y_o_competencia__c,DistanceFromRecordMi__c,RecurrenceStartDateOnly,Priority,S_sem_AR_GR__c,Visita_de_Coaching__c,Productos_y_Soluciones__c,Sacos_sem_AR__c,Descripcion_Tableau__c,PVP_AR__c,IsArchived,Precio_Subd_CH_IND__c,RecurrenceRegeneratedType,CH_PVP__c,IsRecurrence,WhoId,CallObject,CheckOutDate__c,Guapan_PVP__c,Check_Out_Distance_From_Record_mtrs__c,HL_PVP__c,Objetivo__c,maps__LayerId__c,PVP_SA__c,Subject,SystemModstamp,Type,Dias_Credito_UE__c,CreatedLongitude__c,CreatedLatitude__c,Reportar_visita__c,Direcci_n__c,mesCreacion__c,IsHighPriority,CallDurationInSeconds,CA_PVP__c,Sacos_sem_CH_IND__c,SA_AH_PVP__c,maps__BaseObjectId__c,Subtipo_visita__c,CallType,IsDeleted,Precio_Subd_SA_AH__c,SOLO_PREFABRICADORES_CTPX__c,HL__c,Pendiente__c,maps__WA_AdvRouteWaypoint__c,Status,RecurrenceDayOfMonth,Lugar__c,Description,Actividades_del_Cliente__c,PVP_AR_GR__c,Precio_Subd_HL__c,CallDisposition,CreatedById,Sacos_sem_CCH__c,Sacos_sem_HL__c,Precio_Dist_CH__c,Sacos_sem_SA__c,PVP_Otro__c,CreatedLocationVerified__c,IsClosed,IsReminderSet,Sacos_sem_UTKA__c,Precio_Subd_CA__c,RecurrenceType,Proyecto__c,Otro__c,Realimentaci_n_Coaching__c,N_Semanal_Sacos__c,Promocion__c,Precio_Dist_Otr__c,Precio_Dist_CH_IND__c,CreatedDate,CheckOutLatitude__c,Precio_Dist_HL__c,Actividades_en_el_cliente__c,RecurrenceDayOfWeekMask,Precio_Dist_Otro__c,PVP_CH_IND__c,Subtipo__c,Distr__c,Precio_Subd_CA_AH__c,Precio_Subd_UTKA__c,CheckInNoValidado__c,Hora_inicio_visita__c,Duracion_de_visita__c,CheckOutDistanceFromRecordMi__c,UE__c,semanaCreacion__c,CheckOutLongitude__c,RecurrenceActivityId,Visita_PDV_ZSC__c,PVP_UTKA__c,Tipo_visita__c,Tipo_Visita_JV__c,PVP_Otro_Describa__c,Id,Productos__c,Visita_Telefonica__c,Plaza__c,Pedido_Recepcionado__c,RecurrenceEndDateOnly,LastModifiedById,a_oCreaci_n__c,CompletedDateTime,RecurrenceTimeZoneSidKey,Estado__c,CA_AH__c,LastModifiedDate,ReminderDateTime,Precio_Subd_CH__c,Cumpli_Objetivo__c,CreatedLocationAccuracy__c,Actividades_Secund_en_Cliente__c,SA_PVP__c,RecurrenceInstance,Imagen_cargada__c,WhatId,AccountId,Precio_Subd_SA__c,Gestion__c,OwnerId,RecurrenceInterval,TaskSubtype,DB_Activity_Type__c,CheckOutAccuracy__c,AR_AH_PVP__c,Precio_Dist_UTKA__c,Tipo_Actividad__c,ActivityDate""";;full;10;SALESFORCE_UNACEM_EC;task;
SAP_UNACEM_EC_ZICHARVALDEX;true;;;;full;10;SAP_UNACEM_EC;ZICHARVALDEX;
SALESFORCE_PRODUCT2_UNICON_PE;true;;*;;full;10;SALESFORCE_UNICON_PE;product2;
CONCREMAXREPLCS_FULL_DMS_RSNC;true;;;;full;10;CONCREMAXREPLCS_FULL_DMS;rsnc;
SHAREPOINT_fuente_ol;true;UNACEM EC;*;;full;10;SHAREPOINT_UNACEM_EC;fuente_ol;fuente_ol.csv
SALESFORCE_VISIT__C;true;;"""DayVisit__c,LastModifiedById,IsDeleted,Subtype__c,TmProjectedDaily__c,Name,DateVisit__c,VisitPlan__c,SystemModstamp,Quantity__c,LastActivityDate,CreatedById,Id,LastModifiedDate,CreatedDate,Type__c""";;full;10;SALESFORCE_UNACEM_EC;visit__c;
SAP_UNACEM_EC_ZIPRDSALESDELIV;true;;;;full;10;SAP_UNACEM_EC;ZIPRDSALESDELIV;
SAP_UNACEM_EC_ZIZREGIONTEXT;true;;;;full;10;SAP_UNACEM_EC;ZIZREGIONTEXT;
SALESFORCE_RELACI_N_DE_CONTACTO_DE_OBRA__C_UNICON_PE;true;;*;;full;10;SALESFORCE_UNICON_PE;relaci_n_de_contacto_de_obra__c;
SALESFORCE_INVESTIGACION_PRECIOS__C;true;;"""Distribuiodor_2__c,LastModifiedDate,Distribuidor_1__c,Candidato__c,OwnerId,IsDeleted,Investigaci_n_General_de_Mercado__c,Tipo_de_Precio__c,SystemModstamp,Porcentaje_Distribuidor_1__c,Porcentaje_Distribuidor_2__c,CreatedById,Id,LastModifiedById,Name,Cuenta__c,CreatedDate,Producto__c,Precio__c""";;full;10;SALESFORCE_UNACEM_EC;investigacion_precios__c;
SALESFORCE_UNICON_OBJ_OBRA__C_UNICON_PE;true;;*;;full;10;SALESFORCE_UNICON_PE;unicon_obj_obra__c;
CONCREMAX_FULL_DMS_GRE;true;;;;full;10;CONCREMAX_FULL_DMS;gre;
SALESFORCE_ENCUESTA_DE_SATISFACCION__C;true;;"""systemmodstamp,satisfacci_n__c,pregunta_9__c,pregunta_8__c,pregunta_7__c,pregunta_6__c,pregunta_5__c,pregunta_4__c,pregunta_3__c,pregunta_2__c,pregunta_1__c,pregunta_10__c,porcentaje_de_no_satisfacci_n__c,p10_a_nota_sobre_satisfacci_n__c,ownerid,name,mes_creacion__c,load_timestamp,lastvieweddate,lastreferenceddate,lastmodifieddate,lastmodifiedbyid,isdeleted,id,filepath,cuenta__c,createddate,createdbyid,contacto__c,anio_creacion__c""";;full;10;SALESFORCE_UNACEM_EC;encuesta_de_satisfaccion__c;
SHAREPOINT_ingreso_proyectado_2024;true;UNACEM EC;*;;full;10;SHAREPOINT_UNACEM_EC;ingreso_proyectado_2024;ingreso_proyectado_2024.csv
SALESFORCE_ACCOUNT;true;;"""ShippingGeocodeAccuracy,Jigsaw,Phone,Imagen__c,Presupuesto_Mochilas__c,Visitas_los_utimos_30_dias__c,Proveedor_Hormigon_Adicional__c,Provincia__c,Segmentaci_n_de_Marketing__c,Ciudad_levantamiento__c,LastActivityDate,Presupuesto_Ficha_Selvalegre__c,Tipo_de_Proyecto__c,Calificaci_n_Descripci_n__c,PDVa__c,Presupuesto_Chalecos_Seguridad__c,X41_50__c,Telefono_Celular__c,Vendedores_externos__c,Fecha_aprox_fin__c,Montacargas__c,Indicador_de_pagos__c,Numero_bloqueos_acumulados__c,X31_40__c,Fecha_aprox_inicio__c,Descripci_n_segmentaci_n_comercial__c,Presupuesto_Ficha_Techcem__c,AccountSource,Levantamiento_ubicacion_georeferenciada__c,No_Vendedores_Total__c,IdERP__c,Presupuesto_Volantes_de_Profesionales__c,codRuta__c,Grupo__c,Total_ZDMC__c,BillingLongitude,Name,MAVerifiedLatitude__c,Canton__c,Promedio_Mensual_m3__c,Inversi_n_Obra__c,ShippingState,Hobbies__c,Total_Puntos__c,Transporte_propio_en_planta__c,Presupuesto_Camisetas__c,Nombre_propietario_de_la_cuenta__c,ShippingCity,Transporte_propio_Trailer__c,ParentId,Vehiculos_cliente_Mula__c,Fax,AnnualRevenue,Duraci_n_meses__c,Estado_Temporal__c,Vehiculos_cliente_Mini_Trailer__c,Asesor_Comercial__c,PhotoUrl,Parroquia__c,Email_contacto__c,IsDeleted,Proyecto__c,Ano_inicio_de_actividades__c,Contacto_principal__c,CuentaprincipalSAP__c,Seleccion_canal__c,Presupuesto_Ficha_Campeon_AH__c,Responsable_Servicio_Cliente_de_Cuenta__c,Presupuesto_Ficha_Amaduro_Granel__c,Zona_de_Ventas__c,Vehiculos_cliente_Trailer__c,Importe_orden_pendiente__c,Presupuesto_Guia_tecnica_de_utilizacion__c,Ventas_de_cemento_en_productos_SA__c,Description,ShippingStreet,LastModifiedDate,RUC__c,Servicio_de_Paletizado__c,No_Vendedores__c,ZDMC_Inactivas__c,U_Actualizaci_n__c,Presupuesto_Guia_t_cnica_del_hormig_n__c,ShippingPostalCode,Capacidad_de_la_bodega__c,Levantamiento_ubicacion_georeferenciada__Latitude__s,Grupo_comercial__c,Field1__c,BillingLatitude,Zona__c,Monto_en_curso_del__c,Proveedor_Principal_Cemento__c,BillingAddress,LastReferencedDate,ShippingLatitude,MALongitude__c,Resistencia__c,BillingCountry,Productos_Especiales__c,X11_20__c,Proveedor_Hormigon__c,Telefono_Contacto_principal__c,Calle_levantamiento__c,PDV__c,Categor_a_de_precios__c,Prefabricadores__c,Calificaci_n__c,Cliente_TOP__c,Presupuesto_Diptico_de_armaduro__c,Ubicacion_Georeferenciada__Latitude__s,ShippingAddress,Correo_electr_nico__c,MasterRecordId,Responsable_Servicio_al_Cliente__c,MALatitude__c,BillingStreet,Presupuesto_Llaveros__c,Canal__c,Indicador_de_riesgo__c,Sitio__c,Estimado_Consumo_Hormigon__c,Estado_de_la_Obra__c,BillingPostalCode,Ubicacion_Georeferenciada__c,Cargo_Contacto_Principal__c,Type,Transporte_propio_Mula__c,Resistencia_Secundaria__c,Ubicaci_n_Georeferenciada__c,JigsawCompanyId,Presupuesto_Ficha_Campeon_Granel__c,Presupuesto_Ficha_Campeon__c,D_as_sin_actividad__c,Industry,Cantidad_de_Locales__c,Correo_electronico_2__c,Codigo_postal_levantamiento__c,Comentario_Precio__c,Presupuesto_Esferos__c,Condicion_de_Pago__c,Estado_cliente__c,Condiciones_Comerciales__c,MAVerifiedLongitude__c,CreatedById,Ubicaci_n_Georeferenciada__Longitude__s,Presupuesto_Gorras__c,CreatedDate,Presupuesto_Diptico_de_campe_n__c,BillingState,Presupuesto_Dipticos_de_Bolsillo__c,Saldo_disponible__c,X50__c,Telf_Contacto__c,Total_vencido__c,Subzona__c,Hormigonerosa__c,Estimado_Consumo_Cemento__c,Prefabricados__c,Cobertura__c,idSAP__c,Dist_Cemento_Principal__c,Modo_de_Pago__c,Presupuesto_Ficha_Armaduro__c,Nombre_Zona_Ventas__c,Fecha_Nacimiento__c,No_actual_de_visitas__c,Referencia_para_entrega_de_correo__c,SicDesc,Pais_levantamiento__c,Estado_levantamiento__c,Camiones_de_reparto__c,BillingGeocodeAccuracy,No__c,Reporte_Tableau__c,ZDMC_Activas__c,Ranking_en_la_zona_de_influencia__c,Segmentaci_n_Comercial__c,Agotamiento__c,OwnerId,D_as_de_cr_dito__c,Levantamiento_ubicacion_georeferenciada__Longitude__s,ShippingCountry,Descrip_Cuenta__c,Precio_Hormig_on__c,Presupuesto_Ficha_Magno__c,Total_No__c,Ubicaci_n_Georeferenciada__Latitude__s,NumberOfEmployees,Target_de_visitas_al_a_o__c,Vehiculos_cliente_Reparto__c,Dias_de_Credito__c,SystemModstamp,Marcas_Manejantes__c,Coordinador_Comercial__c,Presupuesto_Ficha_Selvalegre_granel__c,Id,Numero_de_actividades__c,Presupuesto_Ficha_Selvalegre_GU__c,Puntos_Propios__c,porcentaje_ventas_para_cobertura__c,LastModifiedById,Obras__c,Participacion_de_cemento_en_ventas__c,C_d_D_as_de_cr_dito__c,de_ventas_de_cemento_en_negocio__c,maps__AssignmentRule__c,Tipo_de_Cliente__c,Local_Propio__c,X21_30__c,Presupuesto_Ficha_Gladiador__c,Presupuesto_Triptico_de_gama_de_producto__c,Tipo_de_Construccion__c,Nombre_Contacto__c,X1_10__c,Presupuesto_Ficha_Selvalegre_AH__c,Presupuesto_Dipticos_de_Alba_iles__c,Website,Frecuencia_PDV__c,Numero_de_Empleados__c,Cuenta_Adicional__c,ResponsableServicioClienteSAP__c,Hormigoneros__c,Presupuesto_Gorras_Safari__c,Ubicacion_Georeferenciada__Longitude__s,BillingCity,Correo_Contacto__c,Otros__c,Presupuesto_Escalimetros__c,Ranking_Prov_Vtas_2019__c,Transporte_propio_Mini_Trailer__c,Monto_en_curso__c,LastViewedDate,Ventas_anuales_estimadas__c,ShippingLongitude,Constructora__c,N_Locales_Propios__c,Limite_Total_de_Cr_dito__c,M2_estimados_de_construcci_n__c""";;full;10;SALESFORCE_UNACEM_EC;account;
SAP_UNACEM_EC_I_CUSTOMER_CDS;true;;;;full;10;SAP_UNACEM_EC;I_CUSTOMER_CDS;
CONCREMAX_FULL_DMS_OBR;true;;;;full;10;CONCREMAX_FULL_DMS;obr;
UNICON_FULL_DMS_NTR;true;;;;full;10;UNICON_FULL_DMS;ntr;
SAP_UNACEM_EC_ZIMLDOCCCS;true;;;;full;10;SAP_UNACEM_EC;ZIMLDOCCCS;
SAP_UNACEM_EC_ZIACMGENDOMVH;true;;;;full;10;SAP_UNACEM_EC;ZIACMGENDOMVH;ZIACMGENDOMVH
SAP_UNACEM_EC_ISDSALESDOCTYPETST_CDC;true;;;;full;10;SAP_UNACEM_EC;ISDSALESDOCTYPETST_CDC;ISDSALESDOCTYPET$T_CDC
SALESFORCE_SURVEYRESPONSE;true;;"""DateValue,Id,LastModifiedById,DateTimeValue,SurveyVersionId,NumberValue,ResponseValue,ChoiceValue,LastModifiedDate,QuestionChoiceId,CreatedDate,IsDeleted,InvitationId,Rank,QuestionId,Datatype,IsTrueOrFalse,SystemModstamp,CreatedById,ResponseShortText,ResponseId""";;full;10;SALESFORCE_UNACEM_EC;surveyresponse;
CONCREMAXREPLCS_FULL_DMS_TCOM_INSUMO_SDC;true;;;;full;10;CONCREMAXREPLCS_FULL_DMS;tcom_insumo_sdc;
UNICON_REPLCS_FULL_DMS_TICK;true;;;;full;10;UNICON_REPLCS_FULL_DMS;tick;
SAP_UNACEM_EC_ZIHANDUNITMDX;true;;;;full;10;SAP_UNACEM_EC;ZIHANDUNITMDX;ZIHANDUNITMDX
SHAREPOINT_Base_Ponderacion_Encuestas;true;UNACEM EC;*;;full;10;SHAREPOINT_UNACEM_EC;Base_Ponderacion_Encuestas;Base_Ponderacion_Encuestas.csv
CONCREMAX_FULL_DMS_CLI;true;;;;full;10;CONCREMAX_FULL_DMS;cli;
UNICON_FULL_DMS_CLI;true;;;;full;10;UNICON_FULL_DMS;cli;
SALESFORCE_CONTACT;true;;"""LeadSource,IsDeleted,Encuesta_bajo_demanda__c,MC4SF__MC_Subscriber__c,Fax,Jigsaw,JigsawContactId,PhotoUrl,Estado_de_Usuario_Propietario__c,MailingStreet,Correo_electr_nico_secundario__c,EmailBouncedReason,LastName,Gustos__c,Cliente__c,LastCUUpdateDate,Contacto_financiero__c,LastCURequestDate,Encuesta_Sacos__c,OwnerId,MailingState,Sucursal__c,No_actual_de_visitas__c,Id,Edad__c,HomePhone,AssistantName,MailingAddress,FirstName,OtherLatitude,Disgustos__c,Title,Recibe_Email__c,Tel_fono_personal__c,IsEmailBounced,nombrePropietario__c,MailingGeocodeAccuracy,Email,Propietario_Activo__c,Temporal__c,MailingPostalCode,MobilePhone,LastReferencedDate,Fecha_de_ltima_Encuesta__c,OtherCountry,MailingCity,MailingCountry,LastModifiedById,Description,Hobby_1__c,idContacto__c,Estado_encuesta__c,CreatedDate,Phone,OtherStreet,OtherLongitude,MailingLongitude,IndividualId,AccountId,CreatedById,OtherCity,OtherGeocodeAccuracy,Hobby_2__c,MasterRecordId,OtherPhone,Fecha_de_Nacimiento__c,OtherState,Department,Encuesta_Telef_nica__c,Birthdate,Name,Nombre_de_contacto_completo__c,Salutation,Estado__c,Cliente_1__c,OtherAddress,Encuesta_Granel__c,OtherPostalCode,AssistantPhone,LastActivityDate,MailingLatitude,LastModifiedDate,EmailBouncedDate,ReportsToId,LastViewedDate,SystemModstamp""";;full;10;SALESFORCE_UNACEM_EC;contact;
SAP_UNACEM_EC_ZISHIPMENTITEM;true;;;;full;10;SAP_UNACEM_EC;ZISHIPMENTITEM;
SAP_UNACEM_EC_ZISALESDOCPARTN;true;;;;full;10;SAP_UNACEM_EC;ZISALESDOCPARTN;
SALESFORCE_INVESTIGACI_N_GENERAL_DE_MERCADO__C;true;;"""LastActivityDate,Cuenta__c,SystemModstamp,CreatedDate,Candidato__c,CreatedById,Numero_de_Sacos_Semanales__c,Tipo_de_Cliente__c,OwnerId,IsDeleted,LastModifiedDate,Id,LastModifiedById,Name""";;full;10;SALESFORCE_UNACEM_EC;investigaci_n_general_de_mercado__c;
SAP_UNACEM_EC_ZIMDCUSTSLSAREA;true;;;;full;10;SAP_UNACEM_EC;ZIMDCUSTSLSAREA;ZIMDCUSTSLSAREA
SALESFORCE_UNICON_OBJ_UBIGEO__C_UNICON_PE;true;;*;;full;10;SALESFORCE_UNICON_PE;unicon_obj_ubigeo__c;
SAP_UNACEM_EC_IMDCUSTSLSAREA;true;;;;full;10;SAP_UNACEM_EC;IMDCUSTSLSAREA;IMDCUSTSLSAREA_CDC
SAP_UNACEM_EC_CSDSALESORGDX;true;;;;full;10;SAP_UNACEM_EC;CSDSALESORGDX;
SAP_UNACEM_EC_ZICUSTGRP2TEXT;true;;;;full;10;SAP_UNACEM_EC;ZICUSTGRP2TEXT;
SALESFORCE_USER;true;;"""IsExtIndicatorVisible,No_de_cargas__c,EmployeeNumber,UserPreferencesHideBiggerPhotoCallout,maps__EditMapsOrgWideQueries__c,UserPreferencesDisableAllFeedsEmail,Address,UserPermissionsSupportUser,UserPreferencesActivityRemindersPopup,UserPreferencesHideBrowseProductRedirectConfirmation,UserPreferencesShowProfilePicToGuestUsers,StayInTouchSubject,Signature,Name,ContactId,City,UserPreferencesHideSfxWelcomeMat,UserPreferencesHasSentWarningEmail,PostalCode,LastPasswordChangeDate,UserPreferencesShowStateToExternalUsers,UserPreferencesDisableSharePostEmail,UserPreferencesPathAssistantCollapsed,UserPermissionsOfflineUser,UserPermissionsMarketingUser,UserPreferencesShowStreetAddressToExternalUsers,DefaultGroupNotificationFrequency,UserPreferencesReceiveNotificationsAsDelegatedApprover,UserPreferencesHideLightningMigrationModal,UserPreferencesShowMobilePhoneToExternalUsers,EmailPreferencesStayInTouchReminder,UserPreferencesShowEmailToExternalUsers,UserPreferencesCacheDiagnostics,UserPermissionsInteractionUser,SmallPhotoUrl,maps__DeviceVendor__c,UserPreferencesHideChatterOnboardingSplash,UserPreferencesDisMentionsCommentEmail,SenderName,DigestFrequency,FirstName,maps__AllowMapsExports__c,OfflinePdaTrialExpirationDate,UserPreferencesReminderSoundOff,UserPreferencesShowForecastingChangeSignals,maps__DefaultZoomLevel__c,maps__MapsSetting__c,maps__MaxQuerySize__c,SystemModstamp,IsProfilePhotoActive,ForecastEnabled,Fax,UserPreferencesPreviewLightning,UserPreferencesShowPostalCodeToExternalUsers,UserPreferencesUserDebugModePref,maps__TPApprover__c,maps__ReceiveBatchExceptionEmails__c,Street,UserPreferencesDisableMessageEmail,UserPreferencesShowFaxToExternalUsers,UserPreferencesHideCSNGetChatterMobileTask,StayInTouchNote,UserPreferencesNativeEmailClient,ReceivesInfoEmails,UserPreferencesHideCSNDesktopTask,UserPreferencesFavoritesShowTopFavorites,FullPhotoUrl,Division,LastViewedDate,UserRoleId,ManagerId,UserPreferencesHideSecondChatterOnboardingSplash,SenderEmail,LastLoginDate,UserPreferencesDisableFileShareNotificationsForApi,GeocodeAccuracy,UserPreferencesDisableFollowersEmail,UserType,UserPreferencesShowManagerToExternalUsers,LastName,UserPreferencesEventRemindersCheckboxDefault,UserPreferencesDisProfPostCommentEmail,maps__MaxExportSize__c,maps__FinishedAdvRouteSetup__c,maps__DefaultLatitude__c,UserPreferencesShowPostalCodeToGuestUsers,UserPreferencesRecordHomeSectionCollapseWTShown,UserPreferencesShowStateToGuestUsers,UserPreferencesLightningExperiencePreferred,SmallBannerPhotoUrl,UserPreferencesCreateLEXAppsWTShown,CompanyName,CreatedById,EmailEncodingKey,BadgeText,UserPreferencesShowCountryToExternalUsers,EmailPreferencesAutoBccStayInTouch,Department,CallCenterId,FederationIdentifier,UserPreferencesEnableAutoSubForFeeds,UserPreferencesApexPagesDeveloperMode,UserPreferencesNewLightningReportRunPageEnabled,UserPreferencesRecordHomeReservedWTShown,LocaleSidKey,maps__DefaultProximityRadius__c,UserPreferencesHideEndUserOnboardingAssistantModal,UserPreferencesDisableProfilePostEmail,UserPreferencesReceiveNoNotificationsAsApprover,UserPreferencesSuppressEventSFXReminders,ReceivesAdminInfoEmails,UserPreferencesDisableBookmarkEmail,CreatedDate,IndividualId,Phone,Title,UserPermissionsSFContentUser,AboutMe,UserPreferencesSRHOverrideActivities,BannerPhotoUrl,UserPermissionsCallCenterAutoLogin,maps__PreferredTypeOfMeasurement__c,ProfileId,Email,UserPermissionsAvantgoUser,UserPreferencesShowCityToGuestUsers,maps__TestUserLookup__c,UserPreferencesHideOnlineSalesAppWelcomeMat,UserPreferencesShowWorkPhoneToGuestUsers,MediumBannerPhotoUrl,UserPreferencesHasSentWarningEmail240,UserPreferencesDisableEndorsementEmail,MediumPhotoUrl,maps__BetaTester__c,Latitude,UserPreferencesTaskRemindersCheckboxDefault,UserPreferencesShowWorkPhoneToExternalUsers,Country,Longitude,TimeZoneSidKey,UserPreferencesShowTitleToGuestUsers,UserPreferencesDisableChangeCommentEmail,State,StayInTouchSignature,UserPreferencesSortFeedByComment,UserPreferencesHasSentWarningEmail238,OutOfOfficeMessage,Alias,Id,NumberOfFailedLogins,OfflineTrialExpirationDate,UserPreferencesShowManagerToGuestUsers,LastModifiedById,UserPreferencesDisableMentionsPostEmail,UserPreferencesDisableLaterCommentEmail,UserPreferencesShowCityToExternalUsers,maps__DeviceId__c,LastReferencedDate,LastModifiedDate,UserPreferencesHideS1BrowserUI,Username,UserPreferencesSuppressTaskSFXReminders,maps__DefaultLongitude__c,UserPreferencesFavoritesWTShown,maps__DefaultType__c,UserPreferencesExcludeMailAppAttachments,DelegatedApproverId,CommunityNickname,UserPreferencesPreviewCustomTheme,UserPermissionsChatterAnswersUser,Extension,UserPreferencesDisCommentAfterLikeEmail,LanguageLocaleKey,UserPreferencesShowEmailToGuestUsers,UserPreferencesShowMobilePhoneToGuestUsers,AccountId,maps__Version__c,EmailPreferencesAutoBcc,DB_Region__c,MobilePhone,UserPreferencesShowTitleToExternalUsers,UserPreferencesShowFaxToGuestUsers,UserPreferencesGlobalNavGridMenuWTShown,UserPreferencesDisableLikeEmail,UserPreferencesGlobalNavBarWTShown,UserPreferencesReverseOpenActivitiesView,UserPreferencesShowStreetAddressToGuestUsers,UserPreferencesShowCountryToGuestUsers,IsActive,UserPreferencesHasCelebrationBadge""";;full;10;SALESFORCE_UNACEM_EC;user;
SALESFORCE_UNICON_OBJ_VOLUMENAPROXIMADO__C_UNICON_PE;true;;*;;full;10;SALESFORCE_UNICON_PE;unicon_obj_volumenaproximado__c;
UNICON_FULL_DMS_TCB;true;;;;full;10;UNICON_FULL_DMS;tcb;
SALESFORCE_QUOTELINEITEM_UNICON_PE;true;;*;;full;10;SALESFORCE_UNICON_PE;quotelineitem;
SALESFORCE_COMPROMISE__C;true;;"""ClientType__c,Name,CompromiseDetail__c,IsDeleted,LastModifiedDate,OwnerId,CreatedDate,CompromiseType__c,Cliente__c,ActividadesCompromiso__c,ToDate__c,LastReferencedDate,LastActivityDate,LastModifiedById,Candidato__c,GeneralAdvance__c,CreatedById,SystemModstamp,Status__c,LastViewedDate,Id,FromDate__c""";;full;10;SALESFORCE_UNACEM_EC;compromise__c;
UNICON_FULL_DMS_TCOM_COSTO_SDC;true;;;;full;10;UNICON_FULL_DMS;tcom_costo_sdc;
SALESFORCE_UNICON_OBJ_PRODUCTO__C_UNICON_PE;true;;*;;full;10;SALESFORCE_UNICON_PE;unicon_obj_producto__c;
SAP_UNACEM_EC_CSDBILDOCITMBDX1;true;;;;full;10;SAP_UNACEM_EC;CSDBILDOCITMBDX1;
SAP_UNACEM_EC_ZITRANSPZONETEXT;true;;;;full;10;SAP_UNACEM_EC;ZITRANSPZONETEXT;
SHAREPOINT_base_proyecciones_diarias;true;UNACEM EC;*;;full;10;SHAREPOINT_UNACEM_EC;base_proyecciones_diarias;base_proyecciones_diarias.csv
SHAREPOINT_BD_EBITDA_Real_ok;true;UNICON PE;*;;full;10;SHAREPOINT_UNACEM_EC;BD_EBITDA_Real_ok;General/UNICON PE/BD_EBITDA_Real_ok.csv
CONCREMAX_FULL_DMS_EST;true;;;;full;10;CONCREMAX_FULL_DMS;est;
CONCREMAXREPLCS_FULL_DMS_SCHD;true;;;;full;10;CONCREMAXREPLCS_FULL_DMS;schd;
UNICON_FULL_DMS_EQU;true;;;;full;10;UNICON_FULL_DMS;equ;
SAP_UNACEM_EC_POC_ZIMFGORDD;true;;;;full;10;SAP_UNACEM_EC_POC;ZIMFGORDD;ZIMFGORDD
SHAREPOINT_test_file1;true;UNACEM EC;*;;full;10;SHAREPOINT_UNACEM_EC;test_file1;test_file1.xlsx
CONCREMAXREPLCS_FULL_DMS_ORDL;true;;;;full;10;CONCREMAXREPLCS_FULL_DMS;ordl;
SAP_UNACEM_EC_ZIPLANT;true;;;;full;10;SAP_UNACEM_EC;ZIPLANT;
SAP_UNACEM_EC_ZIORDERDELIVOS;true;;;;full;10;SAP_UNACEM_EC;ZIORDERDELIVOS;
